Rank,Name,Release Date,Platform,Genre,Publisher,Developer,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales,Critic Score,User Score,ESRB Rating
1479,UFC Undisputed 2010,2010-02-02,X360,Fighting,THQ,Yuke's,0.9,0.31,0.0,0.11,1.33,84.0,82.0,T
1480,Final Fantasy X / X-2 HD Remaster,2013-12-26,PS3,Role-Playing,Square Enix,Square Enix,0.43,0.4,0.32,0.18,1.33,86.0,86.0,T
1481,Corvette,2004-10-01,PS2,Racing,TDK Mediactive,Argonaut Games,0.65,0.51,0.0,0.17,1.33,78.0,77.0,E
1482,Petz Wild Animals: Dolphinz,2004-11-01,DS,Simulation,Ubisoft,Ubisoft,0.71,0.48,0.0,0.13,1.33,72.0,75.0,E
1483,Pokemon Ranger: Guardian Signs,2010-10-05,DS,Role-Playing,Nintendo,Game Freak,0.51,0.17,0.58,0.06,1.33,80.0,80.0,E10+
1484,Middle-Earth: Shadow of Mordor,2014-09-30,XOne,Action,Warner Bros. Interactive Entertainment,Monolith Productions,0.72,0.5,0.01,0.1,1.32,90.0,85.0,M
1485,Need for Speed Underground Rivals,2005-11-01,PSP,Racing,Electronic Arts,EA Sports,0.69,0.38,0.02,0.24,1.32,81.0,79.0,T
1486,LEGO Batman: The Videogame,2008-09-23,PS3,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.72,0.42,0.0,0.19,1.32,84.0,82.0,E10+
1487,Dark Souls II,2014-03-11,PS3,Role-Playing,Namco Bandai Games,FromSoftware,0.4,0.36,0.4,0.17,1.32,89.0,83.0,M
1488,World of Warcraft: Wrath of the Lich King,2008-11-13,PC,Role-Playing,Activision,Blizzard Entertainment,0.01,0.13,0.0,1.18,1.32,88.0,84.0,M
1489,Kingdom Hearts II,2005-12-07,PS3,Role-Playing,Square Enix,Square Enix,0.52,0.43,0.18,0.19,1.32,88.0,88.0,E10+
1490,The LEGO Movie Videogame,2014-02-07,X360,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.69,0.52,0.0,0.11,1.32,84.0,81.0,E10+
1491,TOCA 2: Touring Cars,2001-01-01,PS,Racing,Codemasters,Codemasters,0.03,1.16,0.02,0.11,1.32,83.0,79.0,T
1492,Gyromite,1985-01-01,NES,Puzzle,Nintendo,Nintendo,0.73,0.16,0.4,0.03,1.32,88.0,80.0,E
1493,NFL 2K3,2002-09-01,PS2,Sports,Atari,Visual Concepts,1.06,0.08,0.0,0.18,1.32,77.0,77.0,E
1494,Fighting Force,1997-03-01,PS,Fighting,Eidos Interactive,Core Design,0.73,0.5,0.0,0.09,1.32,75.0,75.0,T
1495,Mega Man Battle Network 4: Red Sun / Blue Moon,2003-04-13,GBA,Role-Playing,Capcom,Capcom,0.31,0.04,0.96,0.01,1.32,80.0,81.0,E10+
1496,MAG: Massive Action Game,2010-03-30,PS3,Shooter,Sony Computer Entertainment,Zipper Interactive,0.77,0.3,0.09,0.16,1.32,72.0,76.0,M
1497,Madden NFL 97,1997-08-01,PS,Sports,Electronic Arts,EA Sports,0.73,0.5,0.0,0.09,1.32,80.0,78.0,E
1498,Cars 2,2011-06-24,DS,Racing,Disney Interactive Studios,Avalanche Software,0.72,0.44,0.04,0.12,1.32,74.0,79.0,E
1499,Skylanders Giants,2012-10-02,X360,Action,Activision,Toys for Bob,0.75,0.45,0.0,0.11,1.32,82.0,82.0,E10+
1500,LEGO Batman: The Videogame,2008-09-23,PSP,Action,Warner Bros. Interactive Entertainment,Traveller's Tales,0.57,0.46,0.0,0.28,1.32,81.0,80.0,E10+
